ResponseId	Trip_Number	raw_response	units	distance_in_raw_response_units	mode	likely_dominant_mode	distance_in_kilometers
R_3k1cwdvFLhCCeKf	Distance Trip 1	400	kilometers	400	unknown	unknown	400
R_3k7jqH94U67Odrf	Distance Trip 1	3530 mi (plane)	miles	3530	plane	plane	3530
R_3KASAFor4Ai13Nk	Distance Trip 1	11099.44	kilometers	11099.44	unknown	unknown	11099.44
R_3KT7N8RU5US51f8	Distance Trip 1	2721.83	kilometers	2721.8300000000004	unknown	unknown	2721.8300000000004
R_3L0TCnju9oDg34Z	Distance Trip 1	700 (train, one-way)	kilometers	1400	train	train	1400
R_3L7lcRfrIhO6ZZs	Distance Trip 1	4617 (bus-fligth-bus)	miles	4617	mixed	plane	4617
R_3LcgS6jdjnYRZwQ	Distance Trip 1	3000 (aeroplane)	NA	NA	NA	NA	NA
R_3lFTOIxGN1LFyUd	Distance Trip 1	2200 (flight)	NA	NA	NA	NA	NA
R_3Li14Lvx7iuB8C2	Distance Trip 1	400	miles	400	unknown	unknown	400
R_3lXnQLikcdgedzl	Distance Trip 1	2407 (plane)	miles	2407	plane	plane	2407
R_3LXTPqdYRzO6ENz	Distance Trip 1	126 (car)	miles	126	car	car	126
R_3M4EchpvSQsgBnE	Distance Trip 1	2972 km (plane)	kilometers	2972	plane	plane	2972
R_3M6vVhZ4osLIolk	Distance Trip 1	930 (plane)	miles	930	plane	plane	930
R_3M9EGpR8XLOp6TG	Distance Trip 1	152,6 (train)	kilometers	152.6	train	train	152.6
R_3MAuKKWtdFXIkcn	Distance Trip 1	1000 (plane)	kilometers	1000	plane	plane	1000
R_3MhA4bIJSqnqEv8	Distance Trip 1	1200km (train, plane, taxi)	kilometers	1200	mixed	plane	1200
R_3MsewgQbyncA7u6	Distance Trip 1	282.26 (flight)	miles	282.26	plane	plane	282.26
R_3nHQXhsrkg0BKyt	Distance Trip 1	535	kilometers	535	unknown	unknown	535
R_3ni9O3OBlo3cAha	Distance Trip 1	380 (train)	kilometers	380	train	train	380
R_3NIZbrsucyIhGTI	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_3no77Alt7Ddxdqr	Distance Trip 1	300 car	miles	300	car	car	300
R_3nVGH2nfLPENY0c	Distance Trip 1	163 (car)	miles	163	car	car	163
R_3nwlvdPeCDpO2qq	Distance Trip 1	500	miles	500	unknown	unknown	500
R_3O8FSPfkz9aoU6p	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_3O8spUD05HEgfVY	Distance Trip 1	829.39	miles	829.39	unknown	unknown	829.39
R_3oAwWSy0DDrDaI7	Distance Trip 1	1648.09 (plane)	miles	1648.09	plane	plane	1648.09
R_3oNqXN2xEsULc47	Distance Trip 1	2510.86 miles (plane)	miles	2510.86	plane	plane	2510.86
R_3P7iExahkHm5jrh	Distance Trip 1	10 km	kilometers	10	unknown	unknown	10
R_3Pk3p72Mfjj9orm	Distance Trip 1	575 (train)	kilometers	575	train	train	575
R_3PmIMPYYf1Cc0iq	Distance Trip 1	501.63 (car)	miles	501.63	car	car	501.63
R_3po108JaqUNfUQr	Distance Trip 1	500 (train)	kilometers	500	train	train	500
R_3prHkXeTuTUSgnq	Distance Trip 1	3	miles	3	unknown	unknown	3
R_3PT7ebWvMBOz0mc	Distance Trip 1	1000	miles	1000	unknown	unknown	1000
R_3PYQreMdV3dpalK	Distance Trip 1	0	kilometers	0	unknown	unknown	0
R_3qCnBIaRUwl3foV	Distance Trip 1	0	miles	0	unknown	unknown	0
R_3qeOJIwQCElnZVr	Distance Trip 1	500  (plane)	miles	500	plane	plane	500
R_3qevH6JQn9zCAS4	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_3QLxXBcjll28HAK	Distance Trip 1	Plane	NA	NA	NA	NA	NA
R_3QMDl1LfoxQwOjJ	Distance Trip 1	497.22	kilometers	497.21999999999997	unknown	unknown	497.21999999999997
R_3qmm5Ea1UTcP08A	Distance Trip 1	190 (train)	miles	190	train	train	190
R_3qpURBeTlhAsFvy	Distance Trip 1	500 miles (car/train)	miles	500	mixed	train	500
R_3qR8XxCAPwoEFFW	Distance Trip 1	141	miles	141	unknown	unknown	141
R_3QRIdpUR3UnQJye	Distance Trip 1	2000	miles	2000	unknown	unknown	2000
R_3QXYqkBVfCDGn1e	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_3R1QEPKpR7eaBTa	Distance Trip 1	1600 air	miles	1600	plane	plane	1600
R_3r2LVQGBGsrPWX2	Distance Trip 1	2: 3300 (plane)	miles	3300	plane	plane	3300
R_3R3FfMrIEWy6d0W	Distance Trip 1	200 train	miles	200	train	train	200
R_3ReGHRHTCe8boZ4	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_3RfOsnJEsGopUBa	Distance Trip 1	609 miles (plane)	miles	609	plane	plane	609
R_3RgTXA5RobS5YeE	Distance Trip 1	1358 (plane)	miles	1358	plane	plane	1358
R_3RmSnearkyOpOzY	Distance Trip 1	269 (plane)	miles	269	plane	plane	269
R_3RqnbaNgpSzdWud	Distance Trip 1	572 (plane)	kilometers	572	plane	plane	572
R_3RvAofCi5LRfjxw	Distance Trip 1	6200	miles	6200	unknown	unknown	6200
R_3RxgSbYwXok3jCO	Distance Trip 1	713	miles	713	unknown	unknown	713
R_3rZKdSwTnapgxLV	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_3s5QxTAZYgLOXV8	Distance Trip 1	1000	kilometers	1000	unknown	unknown	1000
R_3s6zfFPGJyRqza9	Distance Trip 1	3,688.9 (plane)	miles	3688.9	plane	plane	3688.9
R_3sbvyFk0xa8RDc4	Distance Trip 1	20 (train)	kilometers	20	train	train	20
R_3scPHKsVX3qdNhZ	Distance Trip 1	600 (plane)	kilometers	600	plane	plane	600
R_3sghfak5SQMvaFB	Distance Trip 1	1909 (plane)	kilometers	1909	plane	plane	1909
R_3TO2YcJhqKjb1dL	Distance Trip 1	200	miles	200	unknown	unknown	200
R_40f4gVeysnoKrsd	Distance Trip 1	500 (train)	kilometers	500	train	train	500
R_4GbtcZczFEnDjBT	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_4JkYfEiR15IfQWJ	Distance Trip 1	13077	kilometers	13077	unknown	unknown	13077
R_4ZvZ87S1qrcLDRn	Distance Trip 1	645 km (flight)	kilometers	645	plane	plane	645
R_54KH1tFXDXPctdD	Distance Trip 1	700 (car)	kilometers	700	car	car	700
R_5j3GhNmMEy2Ffzz	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_5mZVBDVeSHEwGlj	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_6PeiqFpK1pPvsQh	Distance Trip 1	4680.67 miles (plane)	miles	4680.67	plane	plane	4680.67
R_6s215F3ZvaeIXJv	Distance Trip 1	6402	miles	6402	unknown	unknown	6402
R_6WE2pAoGbHkCEXn	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_6Wf1997dIATqkLv	Distance Trip 1	2081	kilometers	2081	unknown	unknown	2081
R_6Xc6PWx3nXg1m5b	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_6xLDnusHHw1GkJX	Distance Trip 1	324	kilometers	324	unknown	unknown	324
R_6XnLmCuePblGbg5	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_82qZvoheUBnqUr7	Distance Trip 1	0.5 miles (walked)	miles	0.5	foot	foot	0.5
R_8BolxzTpR8aSwdr	Distance Trip 1	1	miles	1	unknown	unknown	1
R_8BUpAvHQ3mTNbXj	Distance Trip 1	0	kilometers	0	unknown	unknown	0
R_8dCn2o8A2cp4fnP	Distance Trip 1	169.32 (car)	miles	169.32000000000002	car	car	169.32000000000002
R_8oX2HZ91XVWdqI9	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_8rmIk9pITL2P2sV	Distance Trip 1	0 (online)	miles	0	virtual	virtual	0
R_8v5CJI2iapZien7	Distance Trip 1	2	kilometers	2	unknown	unknown	2
R_8vKWbE6uDyd0cgh	Distance Trip 1	400	kilometers	400	unknown	unknown	400
R_9GkadSCHVizFaIV	Distance Trip 1	620	miles	620	unknown	unknown	620
R_9H1NcBaRh5X2aiJ	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_9HwxSSkdjK9vGUx	Distance Trip 1	2000	kilometers	2000	unknown	unknown	2000
R_9Ko2TvdEh3RrBex	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_9uy4tLLZJ9UVi7v	Distance Trip 1	5862 km (plane)	kilometers	5862	plane	plane	5862
R_A5av4Wmjb9qJmEh	Distance Trip 1	17000 (plane)	kilometers	17000	plane	plane	17000
R_AigztOpQ8BNC8kV	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_AjMJe38zq3JBs77	Distance Trip 1	100 (train)	kilometers	100	train	train	100
R_AO398ZnEtABPFhT	Distance Trip 1	500 (airplane)	miles	500	plane	plane	500
R_ApnikOw0CjOtzLH	Distance Trip 1	2000 (train)	kilometers	2000	train	train	2000
R_aXdLiSXRyxwg7F7	Distance Trip 1	250	kilometers	250	unknown	unknown	250
R_aXLLW7kEsCDlEfD	Distance Trip 1	5573 (plane)	kilometers	5573	plane	plane	5573
R_aYoBfIb3GU3fEJP	Distance Trip 1	600 (plane)	kilometers	600	plane	plane	600
R_AyTroK1mSxp7DFL	Distance Trip 1	11	kilometers	11	unknown	unknown	11
R_babgUSltxYcbXZn	Distance Trip 1	523	kilometers	523	unknown	unknown	523
R_bEDse8jk3ThfEOZ	Distance Trip 1	IJCAI	NA	NA	NA	NA	NA
R_BK9mGok69aoy97H	Distance Trip 1	10	kilometers	10	unknown	unknown	10
R_BPRARQ9zxIYW3WF	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_BSnDLDWTYDicQlH	Distance Trip 1	89.51	miles	89.51	unknown	unknown	89.51
R_Bst1k9VQia0OwOB	Distance Trip 1	232.36 (flight)	miles	232.36	plane	plane	232.36
R_BXFvENVMbO1x7bz	Distance Trip 1	500 (car)	miles	500	car	car	500
R_C2AgZbiGwdDRggF	Distance Trip 1	830 (plane)	miles	830	plane	plane	830
R_C775xQKnDR7P0gp	Distance Trip 1	647.11	kilometers	647.11	unknown	unknown	647.11
R_Cf9jmh21EdFUVR7	Distance Trip 1	127 (car)	miles	127	car	car	127
R_cUqHBMBwyXki7ex	Distance Trip 1	600 (train)	kilometers	600	train	train	600
R_CZTtIvKXB2KJXvb	Distance Trip 1	280 (bike) and 200 (boat)	kilometers	280	bicycle	bicycle	280
R_CZTtIvKXB2KJXvb	Distance Trip 1	280 (bike) and 200 (boat)	kilometers	200	boat	boat	200
R_d0Dj1ah7BYF4AtH	Distance Trip 1	500 (plane)	miles	500	plane	plane	500
R_d6HxkdQ0bokcyOJ	Distance Trip 1	9600	kilometers	9600	unknown	unknown	9600
R_DAeY9f7QkUNrvfr	Distance Trip 1	100 (car)	miles	100	car	car	100
R_DGfuh87rwP8nSrD	Distance Trip 1	250 (car)	miles	250	car	car	250
R_Diag7rx6AJnZDVv	Distance Trip 1	50	miles	50	unknown	unknown	50
R_DiNvkXPpmCWbJxT	Distance Trip 1	0	miles	0	unknown	unknown	0
R_DiZRaiXiQqOy5Y5	Distance Trip 1	500	miles	500	unknown	unknown	500
R_Dl9EK8gT1ZdyhKF	Distance Trip 1	450 (bus)	miles	450	bus	bus	450
R_DMmE3oUSwFvOEHD	Distance Trip 1	930 (plane)	kilometers	930	plane	plane	930
R_DvIqThWYmVoaGdj	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_e9Z8nNz5lFKsbvz	Distance Trip 1	212.56	kilometers	212.56	unknown	unknown	212.56
R_eCH66tZ62qO2AY9	Distance Trip 1	290	miles	290	unknown	unknown	290
R_eLIalVOuSvRjsYx	Distance Trip 1	0.5 (walking)	miles	0.5	foot	foot	0.5
R_esPi3nfChNmQWaZ	Distance Trip 1	346 (car)	miles	346	car	car	346
R_NWLNAcYHkNiV1YJ	Distance Trip 1	8	miles	8	unknown	unknown	8
R_O8rwBkgscWjPuQ9	Distance Trip 1	550 (train)	kilometers	550	train	train	550
R_OATlIlPPB0wVxoB	Distance Trip 1	462 (air)	miles	462	plane	plane	462
R_OoQ5zNgVr0bCMJb	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_OPz9utCC7l2e52h	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_OqbMiN236YiZ4Yx	Distance Trip 1	468	kilometers	468	unknown	unknown	468
R_Oqc0OumueA2h2Zb	Distance Trip 1	605	miles	605	unknown	unknown	605
R_OxUeMEuaMq8aSYx	Distance Trip 1	135 (car)	miles	135	car	car	135
R_p4OKFTGrLVLkYJH	Distance Trip 1	5678: air	kilometers	5678	plane	plane	5678
R_pJBTBl4v2fhEjdf	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_pQSBr363RA4uiYh	Distance Trip 1	200	miles	200	unknown	unknown	200
R_pRUZP9WpPPgB3fb	Distance Trip 1	339 miles (plane)	miles	339	plane	plane	339
R_psZtN5vssJj8zHH	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_Q0to9pdZ29FO9uF	Distance Trip 1	450	kilometers	450	unknown	unknown	450
R_Q5sqLgtU9PEF4hH	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_qLsYntoHEvXpLd7	Distance Trip 1	836	miles	836	unknown	unknown	836
R_qQKFo3rsHlqZnpL	Distance Trip 1	711.11 km (plane)	kilometers	711.11	plane	plane	711.11
R_qUcKnsI9uueWQ1j	Distance Trip 1	457.77 (plane)	miles	457.77	plane	plane	457.77
R_qWbFhfa361j95rb	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_r3loX1uXdvX6Bah	Distance Trip 1	3608	NA	3608	NA	NA	3608
R_r7mjaaVCX8RL0IN	Distance Trip 1	2680 (plane)	miles	2680	plane	plane	2680
R_R8EPHI2OGrKD6zn	Distance Trip 1	2470 (plane)	miles	2470	plane	plane	2470
R_rcoYVo81aIZ780V	Distance Trip 1	3250 (plane)	miles	3250	plane	plane	3250
R_REueWtMUQk1oSIx	Distance Trip 1	2000	miles	2000	unknown	unknown	2000
R_RghCxHm00oSp7Ed	Distance Trip 1	train	NA	NA	NA	NA	NA
R_rpEqcnCOPbPjcdz	Distance Trip 1	383 (flight)	miles	383	plane	plane	383
R_RyrjhgWVvtD6MbD	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_s6hPUtMxFLfYlSp	Distance Trip 1	11000 (plane)	kilometers	11000	plane	plane	11000
R_SAG2mlsSIsJguWt	Distance Trip 1	2000	miles	2000	unknown	unknown	2000
R_sAtCN1vHJdkwDXH	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_sHG45eo2rF70WTD	Distance Trip 1	1351.24 (plane)	kilometers	1351.24	plane	plane	1351.24
R_SIcZjdywqjaSgh3	Distance Trip 1	1500 miles (air)	miles	1500	plane	plane	1500
R_SJFMjW706yj1O9j	Distance Trip 1	2292	miles	2292	unknown	unknown	2292
R_snbzR4oytlHFiJX	Distance Trip 1	133 miles	miles	133	unknown	unknown	133
R_so000Bwz3dIhzt7	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_sta92drbLRG4Q6d	Distance Trip 1	700 (train)	kilometers	700	train	train	700
R_STd4j9HtyAppIXL	Distance Trip 1	451	kilometers	451	unknown	unknown	451
R_sumBDIUAajd1zFf	Distance Trip 1	0 (home institution)	miles	0	foot	foot	0
R_svylpFKFjhz5bBD	Distance Trip 1	4371.24	miles	4371.24	unknown	unknown	4371.24
R_tFFQgrhTulCLobv	Distance Trip 1	12	kilometers	12	unknown	unknown	12
R_To8nDv2NNWq6zgl	Distance Trip 1	0 (home university)	miles	0	foot	foot	0
R_tPQV5EFU2c4QdLX	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_tRGIBvPYRqhMk2l	Distance Trip 1	1330 (plane)	kilometers	1330	plane	plane	1330
R_tYvVmXQqSncHYit	Distance Trip 1	40	miles	40	unknown	unknown	40
R_u2s6HLt9Osgddtv	Distance Trip 1	8 (bike)	kilometers	8	bicycle	bicycle	8
R_UDDVdVujrqBmLFD	Distance Trip 1	1	miles	1	unknown	unknown	1
R_UlKJGGrWynaAOLD	Distance Trip 1	35 (train)	miles	35	train	train	35
R_ULsC7zdajK1HAxH	Distance Trip 1	6000 miles (plane)	miles	6000	plane	plane	6000
R_Uut1Rc07XJbE6Gt	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_uwR5bLTPC7mPoxH	Distance Trip 1	200	miles	200	unknown	unknown	200
R_uwtGhNdO03VTEyt	Distance Trip 1	335.37	miles	335.37	unknown	unknown	335.37
R_UxB3LOADGTMkTBv	Distance Trip 1	1455 km (flight)	kilometers	1455	plane	plane	1455
R_uzcPwGCbiossOw9	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_V2c6MCl1dGQxHxf	Distance Trip 1	2	kilometers	2	unknown	unknown	2
R_VVknguw81AbTFFD	Distance Trip 1	3000	kilometers	3000	unknown	unknown	3000
R_VWmeEffnTt2AOgF	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_w7adQKp2mTJZ6Ap	Distance Trip 1	6896.34 miles	miles	6895.34	unknown	unknown	6895.34
R_WClczoiwDZ6DZlv	Distance Trip 1	0 (my own city)	miles	0	foot	foot	0
R_Wd3ngGkxh0Uv0pr	Distance Trip 1	710 (plane)	kilometers	710	plane	plane	710
R_WiySzNpRJkdC4Hn	Distance Trip 1	300 (train)	NA	300	train	train	300
R_wLga7R7IpDCUDZf	Distance Trip 1	5434.77	miles	5434.7699999999995	unknown	unknown	5434.7699999999995
R_wUgzXepChDU7lip	Distance Trip 1	0	miles	0	unknown	unknown	0
R_wXVtlIpuI99IInv	Distance Trip 1	314.3	kilometers	314.3	unknown	unknown	314.3
R_wZvHnVevRLzcXEB	Distance Trip 1	890 (plane)	miles	890	plane	plane	890
R_xFbmsKrkJ6Pvkqt	Distance Trip 1	70km	kilometers	70	unknown	unknown	70
R_xhIM1SBCz5KAuJP	Distance Trip 1	600 (plane)	miles	600	plane	plane	600
R_XpsX0zI5YKMP0Gt	Distance Trip 1	2500 (air)	miles	2500	plane	plane	2500
R_xrxfPFXoiYHsMk9	Distance Trip 1	plane (1500 km)	kilometers	1500	plane	plane	1500
R_XsTMVypqxxg6n4J	Distance Trip 1	20	kilometers	20	unknown	unknown	20
R_yEGDlR2IrUkIEtH	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_yJv2q97HoYPIDgB	Distance Trip 1	12000	kilometers	12000	unknown	unknown	12000
R_yL1QG2gP1Yzznbj	Distance Trip 1	450 mi (drove)	miles	450	car	car	450
R_yn17MT6GwMFKf0l	Distance Trip 1	8000	miles	8000	unknown	unknown	8000
R_ysFNrC22m7vu2s1	Distance Trip 1	0	kilometers	0	unknown	unknown	0
R_yU4NR75V13oZgxX	Distance Trip 1	NA	NA	NA	NA	NA	NA
R_yVHToot1NGxXeal	Distance Trip 1	140 (car)	miles	140	car	car	140
R_YWcGjo1MdxjEyIN	Distance Trip 1	2754 (flight+road)	kilometers	2754	mixed	plane	2754
R_Z3HkSHYrlkE4WAN	Distance Trip 1	350	kilometers	350	unknown	unknown	350
R_ZBSwRukfizzN0lj	Distance Trip 1	750 (train)	miles	750	train	train	750
R_ZCfOUnh4AnZ77j3	Distance Trip 1	775: flight	miles	775	plane	plane	775
R_ZfwFLrQejWsp2sF	Distance Trip 1	1350 KM	kilometers	1350	unknown	unknown	1350
R_0BP7zR2MKyh3vIl	Distance Trip 2	1 (walked)	miles	1	foot	foot	1
R_0GTMaMfZ1jxs1bP	Distance Trip 2	20 (train)	miles	20	train	train	20
R_0IHfoAVKSvpIqtP	Distance Trip 2	0	kilometers	0	unknown	unknown	0
R_0MX8CR4MyvEXvfb	Distance Trip 2	8000 (plane)	kilometers	8000	plane	plane	8000
R_0qPsmMEZF7y49mp	Distance Trip 2	1100	kilometers	1100	unknown	unknown	1100
R_10BCdY8vQcfP2oV	Distance Trip 2	5000 plane	miles	5000	plane	plane	5000
R_10DlrvWqhArIiET	Distance Trip 2	0 (online)	miles	0	virtual	virtual	0
R_10TXGqZUTqG8ut2	Distance Trip 2	1700	miles	1700	unknown	unknown	1700
R_10U9zJ1QLGEnlmd	Distance Trip 2	Plane (848)	miles	848	plane	plane	848
R_1115lNNEG1UKct5	Distance Trip 2	505.53 km (car)	kilometers	505.53	car	car	505.53
R_11dSAtu3J96kKqd	Distance Trip 2	300	miles	300	unknown	unknown	300
R_11dXdV84r8IzDTH	Distance Trip 2	9062 (plane)	kilometers	9062	plane	plane	9062
R_11Y46zJutoqOHRr	Distance Trip 2	400 (plane)	miles	400	plane	plane	400
R_125c2AOYHeGaTgi	Distance Trip 2	2000	miles	2000	unknown	unknown	2000
R_129M763IUarJYtN	Distance Trip 2	500(train)	kilometers	500	train	train	500
R_12bPJtmQb73gQE6	Distance Trip 2	5000 (flight)	kilometers	5000	plane	plane	5000
R_12EC0y6uZAXkTyl	Distance Trip 2	800 (plane)	miles	800	plane	plane	800
R_12fmt2xHBgSLBma	Distance Trip 2	1225 (plane)	miles	1225	plane	plane	1225
R_12lEwQ4jdiSgZ2c	Distance Trip 2	700	kilometers	700	unknown	unknown	700
R_12LsgkwWBuw1YJz	Distance Trip 2	9690	miles	9690	unknown	unknown	9690
R_12rnvggeoyd1d9r	Distance Trip 2	1947 -planes & train	kilometers	1947	mixed	plane	1947
R_12z0J1BGsodpOhU	Distance Trip 2	12000 miles air	miles	12000	plane	plane	12000
R_1BrRKOq1cfKOb9D	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1BXFPuXfJDbZ8xu	Distance Trip 2	447 (plane)	miles	447	plane	plane	447
R_1BXh828qsKj610k	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1CC6VdytGBvrwQH	Distance Trip 2	5	miles	5	unknown	unknown	5
R_1CCO3t4hGvAtIPg	Distance Trip 2	800 (airplane)	miles	800	plane	plane	800
R_1Cf5Zd3LgfB5gHf	Distance Trip 2	4490 (plane)	miles	4490	plane	plane	4490
R_1CKKRvwMmaRkgLp	Distance Trip 2	52 (train)	miles	52	train	train	52
R_1d5mxy1CvLhHL3N	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1d6wnqZLFroaB7n	Distance Trip 2	international	NA	NA	NA	NA	NA
R_1d9VRfxe6UR210o	Distance Trip 2	13 (public transit)	miles	13	mixed	public_transit	13
R_1DGpwayBSEGH0Fi	Distance Trip 2	1000	miles	1000	unknown	unknown	1000
R_1Dw0dMaJzZohiQG	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1DwfPSovWvweOa0	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1E7pRIEDtz8fGu4	Distance Trip 2	429 (car)	miles	429	car	car	429
R_1EbLxW6uqZm7NVp	Distance Trip 2	2200 (plane)	miles	2200	plane	plane	2200
R_1eOVoD9MqIC0g3D	Distance Trip 2	1400 (air) + 150 (train)	kilometers	1400	plane	plane	1400
R_1eOVoD9MqIC0g3D	Distance Trip 2	1400 (air) + 150 (train)	kilometers	150	train	train	150
R_1eUBFRZ3KjZbjaJ	Distance Trip 2	130 (train)	miles	130	train	train	130
R_1ez826MsX3v3f59	Distance Trip 2	6215 (plane)	miles	6215	plane	plane	6215
R_1f8XIqhpbSynZlQ	Distance Trip 2	600 (car)	miles	600	car	car	600
R_1fd3dprlmeg7Vk8	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1FfjXfTNDAPO9x8	Distance Trip 2	5500	kilometers	5500	unknown	unknown	5500
R_1FL1yiThokvXZ4y	Distance Trip 2	1800 (flight)	miles	1800	plane	plane	1800
R_1FnfQUA3Lyt4jIv	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1GH4VOE6W4TxXIi	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1GK8iup7wdppU3e	Distance Trip 2	1263	kilometers	1263	unknown	unknown	1263
R_1GtQ3ycdmwIbYFH	Distance Trip 2	720	miles	720	unknown	unknown	720
R_1gUASWDcle7bjTP	Distance Trip 2	127	NA	NA	NA	NA	NA
R_1guLFi4qHGObDXq	Distance Trip 2	622 km	kilometers	622	unknown	unknown	622
R_1HixXGCAuBbbz0g	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1hJWWzCHEUJXm5o	Distance Trip 2	269.6	miles	269.6	unknown	unknown	269.6
R_1i3VdJIBOgQD52Q	Distance Trip 2	500 (train)	kilometers	500	train	train	500
R_1I5cxp7nd6i0psR	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1I9JtgEHB0L7vs7	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1IbJSZLqlV6STJN	Distance Trip 2	1500	kilometers	1500	unknown	unknown	1500
R_1ifUIXZ2gxC5RXX	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1IsoswokRTHtVg1	Distance Trip 2	7 (train)	miles	7	train	train	7
R_1iswfM49Ocz5YB3	Distance Trip 2	3754 mi (plane, train)	miles	3754	mixed	plane	3754
R_1JDcDDC0dTQmc1j	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1jIFD1p97B3pi48	Distance Trip 2	70.01 km (car)	kilometers	70.01	car	car	70.01
R_1jv1hu8plEj1QNS	Distance Trip 2	0	NA	0	NA	NA	0
R_1JVMlGUFBhXm4K8	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1KjYV0SKPw3WaeE	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1KlLOQpW8b9BOSW	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1KvWtE5Qfcdteax	Distance Trip 2	2565 (plane)	miles	2435	plane	plane	2435
R_1l0klEB60FihAcl	Distance Trip 2	SPP, 110 mi (car)	miles	110	car	car	110
R_1lgiypKtcdI6x3l	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1LhSpyotS3oFByI	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1LMDwRnxo4hl52T	Distance Trip 2	420	miles	420	unknown	unknown	420
R_1lnT8Pb8t8U7Lu2	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1LwzxWPtDRJQP92	Distance Trip 2	0 (foot)	kilometers	0	foot	foot	0
R_1M6tY48bUSBhVXT	Distance Trip 2	100 (train)	kilometers	100	train	train	100
R_1MKgfYRKq77EOmh	Distance Trip 2	4030 (Air)	miles	4030	plane	plane	4030
R_1mlP9DPrkydlT3V	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1MPOIfGFezYEp71	Distance Trip 2	1216	kilometers	1216	unknown	unknown	1216
R_1msFUImRhkEP1FK	Distance Trip 2	350 (car)	miles	350	car	car	350
R_1msWRt0tnK46tnB	Distance Trip 2	7063.69	kilometers	7063.6900000000005	unknown	unknown	7063.6900000000005
R_1MSyf5ZynnIqA68	Distance Trip 2	7783 (plane)	kilometers	7783	plane	plane	7783
R_1mUaPjv9XUBe5YV	Distance Trip 2	5195 (plane)	kilometers	5195	plane	plane	5195
R_1mUvzoK7oz5wezl	Distance Trip 2	3800 (plane)	miles	3800	plane	plane	3800
R_1mvZB5GOzV8doGk	Distance Trip 2	1000 (plane and car)	miles	1000	mixed	plane	1000
R_1nNHG8iWCN27G8S	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1nVHXhM0yNc8GQ6	Distance Trip 2	258 (plane there, train back)	miles	258	mixed	plane	258
R_1o1pT5XPwgsQAdr	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1o2atLUGGEMVkeK	Distance Trip 2	340 miles (Plane)	miles	340	plane	plane	340
R_1o8dIVxLwiDxbJq	Distance Trip 2	NA	NA	NA	NA	NA	NA
R_1obhD9Z4Hqdj2qa	Distance Trip 2	0 (local)	kilometers	0	foot	foot	0
R_1Oiq87304lCPMXm	Distance Trip 2	NA	NA	NA	NA	NA	NA
